Serial No,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
174,Audi A6 2011-2015 2.0 TDI Premium Plus,"San Jose, CA",2012,62500,Diesel,Automatic,Second,17.68 kmpl,1968 CC,174.33 bhp,5.0,,19.0
175,Volkswagen Vento Petrol Highline AT,"San Jose, CA",2013,21000,Petrol,Automatic,Second,14.4 kmpl,1598 CC,103.6 bhp,5.0,,4.45
176,Mini Countryman Cooper D,"San Jose, CA",2017,8525,Diesel,Automatic,Second,16.6 kmpl,1998 CC,112 bhp,5.0,,23.0
177,Hyundai i20 Asta 1.4 CRDi,"Chicago, IL",2014,29000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,8.35
178,Audi A6 2011-2015 2.0 TDI Premium Plus,"Phoenix, AZ",2014,40000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,22.95
179,Chevrolet Beat Diesel LT,"Dallas, TX",2012,88000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,,1.5
180,Skoda Superb Elegance 1.8 TSI AT,"Chicago, IL",2012,53537,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,6.89
181,Ford Fiesta 1.4 TDCi EXI Limited Edition,"Los Angeles, CA",2006,216000,Diesel,Manual,Second,17.8 kmpl,1399 CC,68 bhp,5.0,,1.45
182,BMW 5 Series 520d Luxury Line,"Chicago, IL",2014,51000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,81729.41 USD,33.5
183,Chevrolet Optra Magnum 1.6 LS BS3,"Dallas, TX",2007,118500,Petrol,Manual,First,12.9 kmpl,1598 CC,102.5 bhp,5.0,,1.25
184,Volkswagen Polo Diesel Highline 1.2L,"Philadelphia, PA",2012,63000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,4.2
185,Renault Lodgy 110PS RxZ 8 Seater,"San Antonio, TX",2015,25000,Diesel,Manual,First,19.98 kmpl,1461 CC,108.5 bhp,8.0,,6.75
186,Mercedes-Benz E-Class E250 CDI Avantgrade,"Chicago, IL",2014,37382,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5.0,,32.0
187,Maruti Baleno Alpha,"Houston, TX",2017,24773,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,10329.41 USD,7.5
188,Hyundai Verna 1.6 SX,"Dallas, TX",2012,62000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,4.6
189,Hyundai i10 Magna 1.1,"San Antonio, TX",2017,52340,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,4.04
190,Mahindra Scorpio 1.99 S10 4WD,"Phoenix, AZ",2016,56739,Diesel,Manual,First,15.4 kmpl,1997 CC,120 bhp,7.0,,10.31
191,Land Rover Range Rover 2.2L Dynamic,"San Diego, CA",2018,36091,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,55.76
192,Ford Figo Diesel ZXI,"Chicago, IL",2010,120000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,2.6
193,Maruti Ertiga ZDI,"San Antonio, TX",2016,33000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,14988.24 USD,8.5
194,Honda City 1.5 GXI,"San Antonio, TX",2007,60006,Petrol,Manual,First,0.0 kmpl,,,,,2.95
195,Honda Amaze S i-Dtech,"Dallas, TX",2014,52000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.5
196,Hyundai i10 Magna,"San Diego, CA",2015,43571,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.55
197,Honda Amaze S i-Dtech,"San Jose, CA",2013,50000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.25
198,Skoda Laura Ambiente,"San Antonio, TX",2008,113000,Diesel,Manual,First,17.5 kmpl,1896 CC,106 bhp,5.0,,4.5
199,Renault Duster 85PS Diesel RxL,"Philadelphia, PA",2014,90000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,,5.35
200,Mahindra NuvoSport N6,"San Diego, CA",2017,29000,Diesel,Manual,Second,17.45 kmpl,1493 CC,100 bhp,7.0,12376.47 USD,6.5
201,Maruti Vitara Brezza ZDi Plus Dual Tone,"Chicago, IL",2016,20000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,14094.12 USD,9.0
202,Hyundai i20 Asta Option 1.2,"Dallas, TX",2016,61012,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.0
203,Skoda Fabia 1.4 MPI Ambiente,"San Jose, CA",2009,87459,Petrol,Manual,First,14.7 kmpl,1390 CC,85 bhp,5.0,,2.75
204,Tata Indigo eCS GLX,"San Diego, CA",2010,70500,Petrol,Manual,First,15.64 kmpl,1193 CC,64.1 bhp,5.0,,1.5
205,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,"New York, NY",2015,64103,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,,19.9
206,Skoda Octavia Elegance 1.8 TSI AT,"Phoenix, AZ",2014,76000,Petrol,Automatic,First,14.7 kmpl,1798 CC,177.5 bhp,5.0,,10.0
207,Toyota Etios Liva GD SP,"San Antonio, TX",2014,104000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5.0,,3.0
208,Maruti Swift 1.3 VXi,"San Jose, CA",2010,42001,Petrol,Manual,First,16.1 kmpl,,,,,2.11
209,Mercedes-Benz B Class B180,"New York, NY",2014,37245,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5.0,,11.96
210,Honda Amaze S Diesel,"San Diego, CA",2013,45000,Diesel,Manual,First,27.4 kmpl,1498 CC,98.6 bhp,5.0,10047.06 USD,3.25
211,Hyundai Verna 1.6 SX,"Los Angeles, CA",2012,117837,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,5.0,,4.75
212,Renault Duster 85PS Diesel RxL Optional,"Los Angeles, CA",2014,30000,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,5.0,,5.95
213,Hyundai Creta 1.6 VTVT S,"Phoenix, AZ",2015,27057,Petrol,Manual,Second,15.29 kmpl,1591 CC,121.3 bhp,5.0,,8.15
214,Maruti Wagon R AMT VXI,"Phoenix, AZ",2016,8500,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5.0,,4.22
215,Mercedes-Benz New C-Class C250 Avantgarde,"San Jose, CA",2010,30500,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5.0,,10.5
216,Audi A8 L 3.0 TDI quattro,"Los Angeles, CA",2012,56000,Diesel,Automatic,First,11.8 kmpl,2967 CC,246.7 bhp,5.0,,45.0
217,Hyundai i10 Magna 1.1,"Philadelphia, PA",2012,44000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,,2.9
218,Skoda Rapid 1.6 MPI AT Style Black Package,"San Diego, CA",2017,10500,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5.0,,8.9
219,Skoda Superb Style 1.8 TSI AT,"Dallas, TX",2017,26000,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5.0,39505.88 USD,26.0
220,Hyundai i20 Active 1.2 SX,"Los Angeles, CA",2018,25166,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5.0,,8.22
221,Honda Amaze VX i-DTEC,"Philadelphia, PA",2014,64000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.5
222,Maruti Wagon R LXI,"Phoenix, AZ",2004,61000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,,1.25
223,Mahindra Verito 1.5 D4 BSIV,"Philadelphia, PA",2013,107000,Diesel,Manual,First,21.03 kmpl,1461 CC,65 bhp,5.0,10729.41 USD,3.7
224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,"Phoenix, AZ",2018,29161,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,39.41
225,Maruti Wagon R VXI,"Houston, TX",2013,32000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,6223.53 USD,2.65
226,Nissan Terrano XV Premium 110 PS Anniversary Edition,"San Antonio, TX",2015,46173,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.5 bhp,5.0,,8.92
227,Maruti Swift VDI BSIV,"San Diego, CA",2013,47000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,,4.1
228,Mini Cooper Convertible S,"Phoenix, AZ",2017,26327,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,4.0,52094.12 USD,35.67
229,Ford Figo Diesel,"New York, NY",2015,70436,Diesel,Manual,First,0.0 kmpl,1498 CC,99 bhp,,,3.6
230,Tata Indica V2 DLS BSII,"San Jose, CA",2007,200000,Diesel,Manual,Second,17.2 kmpl,1396 CC,53.5 bhp,5.0,,0.85
231,Chevrolet Beat LT,"Chicago, IL",2016,60813,Petrol,Manual,Second,18.6 kmpl,1199 CC,76.8 bhp,5.0,,3.32
232,Volkswagen Polo Diesel Comfortline 1.2L,"Chicago, IL",2012,45000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,3.6
233,Maruti Swift ZDi,"Chicago, IL",2016,64000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,6.8
234,Ford Figo Diesel EXI,"Los Angeles, CA",2012,41284,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,,2.5
235,Toyota Innova Crysta 2.8 GX AT,"San Jose, CA",2019,14165,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,24400.00 USD,19.64
236,Hyundai Santa Fe 4x4 AT,"San Antonio, TX",2011,67000,Diesel,Automatic,Second,11.72 kmpl,2199 CC,194.3 bhp,7.0,,7.0
237,Honda City i-VTEC V,"New York, NY",2011,32572,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,13811.76 USD,3.87
238,Hyundai i20 1.2 Magna Executive,"Chicago, IL",2018,14960,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.27
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,"Houston, TX",2015,55980,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,18.12
240,Chevrolet Beat Diesel LT,"Phoenix, AZ",2013,74000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,,2.65
241,Hyundai i20 Sportz 1.4 CRDi,"Houston, TX",2015,56847,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,7.2
242,Toyota Innova 2.5 Z Diesel 7 Seater,"Houston, TX",2015,121374,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,14.3
243,Maruti Ertiga VDI,"Chicago, IL",2013,52000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,,6.9
244,Toyota Innova 2.5 V Diesel 7-seater,"Phoenix, AZ",2014,118000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,10.75
245,Hyundai Santro Xing XO eRLX Euro II,"San Diego, CA",2007,72000,Petrol,Manual,Third,17.0 kmpl,1086 CC,null bhp,5.0,,0.95
246,Honda City i VTEC V,"San Antonio, TX",2016,33915,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,8.09
247,BMW X1 sDrive20d,"New York, NY",2014,82002,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,,18.5
248,Hyundai Grand i10 CRDi Era,"San Jose, CA",2017,33000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,4.75
249,Maruti Ciaz 1.3 Alpha,"Phoenix, AZ",2016,34000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,8.45
250,Skoda Rapid Leisure 1.6 TDI MT,"San Jose, CA",2012,55000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.6 bhp,5.0,,3.5
251,Hyundai Accent CRDi,"San Diego, CA",2006,160538,Diesel,Manual,First,13.1 kmpl,1493 CC,82 bhp,5.0,,1.8
252,Volkswagen Polo GT 1.5 TDI,"San Jose, CA",2014,60000,Diesel,Manual,Second,19.91 kmpl,1498 CC,103.6 bhp,5.0,,3.7
253,Honda Jazz 1.2 VX i VTEC,"New York, NY",2017,49575,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,7.17
254,Hyundai i10 Era,"San Jose, CA",2010,83000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,1.75
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,"San Diego, CA",2018,51346,Diesel,Automatic,First,16.38 kmpl,1995 CC,183 bhp,5.0,,21.99
256,Toyota Innova Crysta 2.4 ZX MT,"Chicago, IL",2017,43000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,30023.53 USD,18.65
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,"Dallas, TX",2011,35000,Petrol,Manual,Third,19.7 kmpl,796 CC,35 bhp,5.0,,1.85
258,Maruti Swift VXI BSIV,"Los Angeles, CA",2017,27872,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,5.0,,5.95
259,Hyundai Grand i10 Magna,"San Diego, CA",2014,16514,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3.75
260,Maruti Swift VDI,"San Jose, CA",2012,120000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,3.75
261,Hyundai Verna CRDi 1.6 SX,"Dallas, TX",2008,143275,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5.0,16552.94 USD,2.6
262,Hyundai Santro Xing XL,"Los Angeles, CA",2006,99000,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5.0,,1.75
263,Hyundai i20 1.2 Sportz,"New York, NY",2010,52000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,2.8
264,Mercedes-Benz GLE 350d,"Houston, TX",2017,29819,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,111917.65 USD,61.29
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,"San Antonio, TX",2014,57000,Diesel,Manual,Second,15.8 kmpl,2148 CC,170 bhp,5.0,,18.0
266,Maruti Ritz ZDi,"San Diego, CA",2014,88500,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,4.35
267,Hyundai Creta 1.6 CRDi SX,"Houston, TX",2016,28000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,13.75
268,Maruti A-Star Vxi,"Chicago, IL",2010,67000,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5.0,,2.0
269,Renault Duster 110PS Diesel RXZ Option,"New York, NY",2016,26000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5.0,,10.0
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),"San Jose, CA",2010,120000,Diesel,Manual,First,17.8 kmpl,1248 CC,76 bhp,5.0,,1.65
271,BMW X3 xDrive30d M Sport,"Dallas, TX",2017,51982,Diesel,Automatic,First,16.55 kmpl,2993 CC,258 bhp,5.0,,45.77
272,Hyundai i10 Sportz,"Phoenix, AZ",2010,36000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.25
273,Toyota Innova 2.5 G4 Diesel 7-seater,"San Jose, CA",2016,47000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,12.8
274,Maruti Zen VXI BSII,"Philadelphia, PA",2002,60000,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5.0,,0.55
275,Maruti Swift VDI,"New York, NY",2018,31025,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,,7.15
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,"Chicago, IL",2013,105000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8.0,,7.0
277,Tata Zest Quadrajet 1.3 75PS XE,"San Diego, CA",2017,121900,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,9811.76 USD,3.75
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,"Phoenix, AZ",2017,22695,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,5.0,,8.5
279,Maruti Swift Dzire ZDI,"Los Angeles, CA",2012,73000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,4.35
280,Maruti Alto 800 LXI,"Phoenix, AZ",2016,32227,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,3.26
281,Honda City 1.5 S MT,"Phoenix, AZ",2011,55000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,4.21
282,Audi Q7 3.0 TDI Quattro Technology,"Phoenix, AZ",2018,11287,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,70.36
283,Skoda Laura 1.9 TDI AT Ambiente,"San Diego, CA",2009,48000,Diesel,Automatic,Second,17.0 kmpl,1896 CC,105 bhp,5.0,,2.95
284,Hyundai Verna 1.6 SX VTVT (O),"Philadelphia, PA",2012,54308,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,4.28
285,Honda City 1.5 V AT,"Philadelphia, PA",2009,78442,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,,3.57
286,Hyundai i20 Magna Optional 1.4 CRDi,"Phoenix, AZ",2013,46000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5.0,,3.11
287,Hyundai i20 Sportz AT 1.4,"Dallas, TX",2014,45051,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5.0,,5.96
288,Volkswagen Vento Diesel Highline,"New York, NY",2011,69000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,4.7
289,Honda City i VTEC VX,"New York, NY",2014,49000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,6.9
290,Tata Zest Quadrajet 1.3 75PS XE,"San Jose, CA",2018,45000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,9811.76 USD,5.25
291,BMW 5 Series 2003-2012 520d,"Los Angeles, CA",2015,64000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5.0,,28.0
292,Maruti Wagon R LXI Minor,"Los Angeles, CA",2009,60000,Petrol,Manual,First,18.9 kmpl,1061 CC,67 bhp,5.0,,1.35
293,Honda Jazz VX,"San Jose, CA",2015,62178,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5.0,10411.76 USD,4.85
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,"Dallas, TX",2012,58006,Diesel,Manual,First,15.0 kmpl,1896 CC,105 bhp,5.0,,6.7
295,Hyundai i10 Magna 1.2,"Philadelphia, PA",2010,74000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.1
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,"Philadelphia, PA",2015,77771,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5.0,,18.64
297,Hyundai i10 Magna 1.2 iTech SE,"San Jose, CA",2012,45275,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.8
298,Toyota Innova Crysta 2.4 ZX MT,"Philadelphia, PA",2016,48000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,29882.35 USD,20.25
299,Audi A6 2011-2015 2.0 TDI Technology,"Philadelphia, PA",2015,31652,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,26.78
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,"Los Angeles, CA",2010,109000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,7.0,,8.26
301,Volkswagen Polo Petrol Trendline 1.2L,"San Antonio, TX",2015,31978,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3.89
302,Maruti Alto K10 LXI,"San Jose, CA",2011,70000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,,2.1
303,Honda City i-VTEC CVT ZX,"Dallas, TX",2017,15000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,19611.76 USD,12.69
304,Tata Indigo LX,"New York, NY",2013,59138,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5.0,,2.58
305,Audi A6 2011-2015 2.0 TDI Premium Plus,"Chicago, IL",2014,61726,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,20.77
306,Mercedes-Benz GLA Class 200 CDI SPORT,"San Jose, CA",2015,48000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,,20.26
307,Hyundai Santro Xing XL,"Los Angeles, CA",2006,58000,Petrol,Manual,Second,0.0 kmpl,1086 CC,null bhp,5.0,,1.5
308,Maruti Swift VDI BSIV,"Los Angeles, CA",2011,60020,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,,2.5
309,Maruti Celerio VXI AT,"San Diego, CA",2014,77815,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.25
310,Mercedes-Benz GLE 250d,"San Jose, CA",2017,29000,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,5.0,93447.06 USD,57.0
311,Land Rover Range Rover HSE Dynamic,"Philadelphia, PA",2017,44000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,44.0
312,Volkswagen Vento Diesel Trendline,"San Jose, CA",2011,108626,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,3.65
313,Maruti Omni 8 Seater BSIV,"Phoenix, AZ",2012,71791,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5.0,,2.05
314,Honda Brio 1.2 VX MT,"San Antonio, TX",2012,91931,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,7788.24 USD,3.13
315,Tata Sumo Delux,"San Jose, CA",2000,158000,Diesel,Manual,Second,14.07 kmpl,2956 CC,83.1 bhp,7.0,,1.5
316,Tata Indica Vista Aura 1.3 Quadrajet,"San Jose, CA",2012,91183,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,5.0,,2.85
317,Maruti Wagon R LXI BS IV,"Philadelphia, PA",2012,65000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.65
318,Mahindra XUV500 W8 4WD,"Chicago, IL",2015,88428,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,10.6
319,Tata Indigo LS Dicor,"New York, NY",2008,138000,Diesel,Manual,Second,17.1 kmpl,1396 CC,70 bhp,5.0,,1.25
320,Maruti Ertiga Paseo VXI,"Chicago, IL",2018,18000,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7.0,,8.25
321,Honda Accord 2.4 A/T,"Los Angeles, CA",2011,60000,Petrol,Automatic,First,11.7 kmpl,2354 CC,177.6 bhp,5.0,,4.45
322,Maruti Swift Dzire VDi,"Los Angeles, CA",2012,48000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,3.7
323,Ford Fiesta EXi 1.4 TDCi Ltd,"San Jose, CA",2009,160000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5.0,,2.8
324,Honda City ZX GXi,"San Antonio, TX",2008,40000,Petrol,Manual,First,17.7 kmpl,1497 CC,78 bhp,5.0,,1.8
325,Audi A6 2011-2015 2.0 TDI Premium Plus,"San Jose, CA",2014,51495,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,21.95
326,BMW 6 Series 640d Gran Coupe,"Chicago, IL",2011,30000,Diesel,Automatic,First,9.52 kmpl,2993 CC,313 bhp,4.0,,49.0
327,Audi Q7 45 TDI Quattro Technology,"Chicago, IL",2017,97430,Diesel,Automatic,First,14.75 kmpl,2967 CC,245 bhp,7.0,1.04 Cr,62.67
328,Maruti Zen Estilo LXI Green (CNG),"Dallas, TX",2008,42496,CNG,Manual,First,26.3 km/kg,998 CC,67.1 bhp,5.0,,1.4
329,Hyundai i20 1.4 CRDi Asta,"Dallas, TX",2012,83000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,,5.5
330,Hyundai i10 Sportz AT,"San Diego, CA",2009,37000,Petrol,Automatic,Third,16.95 kmpl,1197 CC,78.9 bhp,5.0,,2.95
331,Honda Jazz 1.2 V CVT i VTEC,"Chicago, IL",2016,28503,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,,6.86
332,Maruti Swift VDI BSIV,"New York, NY",2015,76496,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,6.15
333,Hyundai i20 Asta 1.2,"Chicago, IL",2011,79152,Petrol,Manual,Second,18.5 kmpl,1197 CC,82.85 bhp,5.0,,3.3
334,Volkswagen Polo Petrol Comfortline 1.2L,"Phoenix, AZ",2011,32000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,2.55
335,Maruti Alto LXi,"San Jose, CA",2009,35000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.5
336,Toyota Corolla H4,"Houston, TX",2004,105000,Petrol,Automatic,Second,11.3 kmpl,1794 CC,125 bhp,5.0,,2.5
337,Maruti Alto LXi,"San Antonio, TX",2006,56000,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.4
338,Tata Manza ELAN Quadrajet BS IV,"New York, NY",2012,73000,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5.0,,3.4
339,Maruti Alto LXi,"Philadelphia, PA",2012,38000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,2.25
340,Skoda Octavia Ambition Plus 2.0 TDI AT,"San Antonio, TX",2013,775000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5.0,,7.5
341,Toyota Corolla H4,"San Antonio, TX",2008,80000,Petrol,Automatic,First,11.3 kmpl,1794 CC,125 bhp,5.0,,2.8
342,Hyundai i20 Asta Option 1.2,"Phoenix, AZ",2016,24973,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,7.66
343,Maruti Vitara Brezza LDi,"San Diego, CA",2016,45000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,10729.41 USD,7.15
344,Honda City 1.5 V MT,"San Antonio, TX",2010,87430,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.5
345,Tata Indica Vista Aqua 1.3 Quadrajet,"Philadelphia, PA",2014,133944,Diesel,Manual,Second,18.0 kmpl,1248 CC,75 bhp,5.0,,3.5
346,Honda Amaze S i-Dtech,"San Jose, CA",2013,57000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.45
347,Hyundai EON D Lite Plus,"San Jose, CA",2016,27904,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.55
348,BMW 3 Series Luxury Line,"New York, NY",2015,30717,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,5.0,69023.53 USD,25.99
